date,close
2012-05-01,19.6078
2012-06-01,19.6078
2012-07-01,19.6078
2012-08-01,19.6078
2012-09-01,19.6078
2012-10-01,19.6078
2012-11-01,19.6078
2012-12-01,19.6078
2013-01-01,19.6078
2013-02-01,19.6078
2013-03-01,19.6078
2013-04-01,19.6078
2013-05-01,19.6078
2013-06-01,19.6161
2013-07-01,20.2236
2013-08-01,19.6203
2013-09-01,19.6619
2013-10-01,20.5565
2013-11-01,21.1058
2013-12-01,21.1641
2014-01-01,20.9560
2014-02-01,21.4412
2014-03-01,21.5420
2014-04-01,21.5386
2014-05-01,22.4340
2014-06-01,22.8615
2014-07-01,23.1921
2014-08-01,24.3586
2014-09-01,25.1891
2014-10-01,25.7527
2014-11-01,26.8042
2014-12-01,27.6415
2015-01-01,28.6224
2015-02-01,30.3506
2015-03-01,31.2847
2015-04-01,30.3548
2015-05-01,31.1079
2015-06-01,30.0220
2015-07-01,31.0737
2015-08-01,28.7262
2015-09-01,27.9315
2015-10-01,30.9032
2015-11-01,32.2755
2015-12-01,30.9670
2016-01-01,29.0275
2016-02-01,29.5677
2016-03-01,29.8034
2016-04-01,29.5575
2016-05-01,31.0649
2016-06-01,30.9897
2016-07-01,32.1775
2016-08-01,32.2193
2016-09-01,32.0353
2016-10-01,32.2957
2016-11-01,34.7646
2016-12-01,35.4773
2017-01-01,35.0499
2017-02-01,37.2621
2017-03-01,37.0773
2017-04-01,36.6418
2017-05-01,35.9277
2017-06-01,35.6976
2017-07-01,35.2753
2017-08-01,34.9859
2017-09-01,35.9222
2017-10-01,37.3441
2017-11-01,37.5529
2017-12-01,37.8484
2018-01-01,38.5623
2018-02-01,38.1357
2018-03-01,36.3808
2018-04-01,37.6959
2018-05-01,39.6677
2018-06-01,40.0598
2018-07-01,41.0967
2018-08-01,42.7190
2018-09-01,43.0235
2018-10-01,41.1652
2018-11-01,41.5408
2018-12-01,37.7103
2019-01-01,40.5979
2019-02-01,42.3062
2019-03-01,43.5333
2019-04-01,45.2592
2019-05-01,43.0076
2019-06-01,44.7302
2019-07-01,47.0367
2019-08-01,46.2590
2019-09-01,47.6060
2019-10-01,47.3570
2019-11-01,49.8529
2019-12-01,50.1505
2020-01-01,51.1644
2020-02-01,46.5022
2020-03-01,42.1854
2020-04-01,46.8152
2020-05-01,47.7406
2020-06-01,48.2254
2020-07-01,48.4663
2020-08-01,51.7761
2020-09-01,50.9031
2020-10-01,49.6730
2020-11-01,53.4500
2020-12-01,54.0206
2021-01-01,54.6558
2021-02-01,56.4882
2021-03-01,60.4369
2021-04-01,61.9876
2021-05-01,61.2695
2021-06-01,64.7226
2021-07-01,66.2683
2021-08-01,68.7159
2021-09-01,67.2932
2021-10-01,71.3186
2021-11-01,72.9976
2021-12-01,75.8222
2022-01-01,71.6475
2022-02-01,70.2047
2022-03-01,74.5546
2022-04-01,72.3058
2022-05-01,69.4123
2022-06-01,65.4058
2022-07-01,72.7145
2022-08-01,71.7001
2022-09-01,67.8301
2022-10-01,71.1895
2022-11-01,69.7444
2022-12-01,65.0725
2023-01-01,67.8379
2023-02-01,68.4788
2023-03-01,68.6672
2023-04-01,68.8215
2023-05-01,71.5745
2023-06-01,74.6243
2023-07-01,76.2521
2023-08-01,76.6634
2023-09-01,75.0138
2023-10-01,72.7022
2023-11-01,76.9051
2023-12-01,79.4671
2024-01-01,83.1698
2024-02-01,86.8365
2024-03-01,89.9903
2024-04-01,88.1059
2024-05-01,89.0554
2024-06-01,95.3397
2024-07-01,94.9039
2024-08-01,94.1174
2024-09-01,95.7744
2024-10-01,98.3033
2024-11-01,106.6550
2024-12-01,106.3766
2025-01-01,109.7452
2025-02-01,105.6863
2025-03-01,96.1150
2025-04-01,91.1105
2025-05-01,97.2962
2025-06-01,98.8230
2025-07-01,104.8178
2025-08-01,103.6877
2025-09-01,106.6751
2025-10-01,111.6113
2025-11-01,111.0583
2025-12-01,110.5207
2026-01-01,110.1615
2026-02-01,109.8430
2026-03-01,105.6207
2026-04-01,115.5819
2026-05-01,122.9320
2026-06-01,124.0820
2026-07-01,125.4570
