date,close
2020-02-01,53.4000
2020-03-01,47.5750
2020-04-01,52.2100
2020-05-01,53.4400
2020-06-01,54.4700
2020-07-01,54.1100
2020-08-01,57.4400
2020-09-01,56.7400
2020-10-01,55.3000
2020-11-01,60.5900
2020-12-01,61.8600
2021-01-01,62.2500
2021-02-01,63.9900
2021-03-01,68.1200
2021-04-01,69.3600
2021-05-01,69.1100
2021-06-01,72.3200
2021-07-01,73.5300
2021-08-01,75.5800
2021-09-01,74.2500
2021-10-01,77.8900
2021-11-01,78.3200
2021-12-01,81.4200
2022-01-01,77.0400
2022-02-01,75.7000
2022-03-01,79.1500
2022-04-01,77.0800
2022-05-01,74.5500
2022-06-01,69.7900
2022-07-01,76.7600
2022-08-01,75.2500
2022-09-01,70.9500
2022-10-01,74.0700
2022-11-01,74.5000
2022-12-01,70.3600
2023-01-01,73.8200
2023-02-01,74.2400
2023-03-01,74.3600
2023-04-01,74.6000
2023-05-01,76.4000
2023-06-01,79.3200
2023-07-01,81.0900
2023-08-01,80.6900
2023-09-01,79.3900
2023-10-01,76.6800
2023-11-01,81.2000
2023-12-01,84.6800
2024-01-01,87.0400
2024-02-01,90.4500
2024-03-01,93.8000
2024-04-01,92.1000
2024-05-01,93.0100
2024-06-01,97.7000
2024-07-01,98.1500
2024-08-01,97.8200
2024-09-01,99.0800
2024-10-01,100.1400
2024-11-01,107.3600
2024-12-01,105.6200
2025-01-01,110.8600
2025-02-01,108.0000
2025-03-01,99.4800
2025-04-01,95.7300
2025-05-01,101.8200
2025-06-01,102.7000
2025-07-01,107.6400
2025-08-01,107.2400
2025-09-01,109.9800
2025-10-01,114.9800
2025-11-01,114.5800
2025-12-01,115.1200
2026-01-01,116.0800
2026-02-01,118.0800
2026-03-01,111.9000
2026-04-01,121.5800
2026-05-01,129.2200
2026-06-01,129.6000
