date,close
2020-04-01,26.3913
2020-05-01,26.7897
2020-06-01,24.8120
2020-07-01,25.8300
2020-08-01,25.7560
2020-09-01,25.0220
2020-10-01,24.9900
2020-11-01,23.0880
2020-12-01,23.6900
2021-01-01,23.6920
2021-02-01,22.0260
2021-03-01,22.4760
2021-04-01,22.7300
2021-05-01,24.1120
2021-06-01,23.0560
2021-07-01,23.7660
2021-08-01,23.6920
2021-09-01,23.4840
2021-10-01,23.7780
2021-11-01,24.3080
2021-12-01,24.5900
2022-01-01,24.7660
2022-02-01,26.1480
2022-03-01,27.0700
2022-04-01,27.9460
2022-05-01,26.5360
2022-06-01,26.7080
2022-07-01,26.7160
2022-08-01,26.4000
2022-09-01,26.3680
2022-10-01,25.5820
2022-11-01,26.2460
2022-12-01,26.3140
2023-01-01,27.3940
2023-02-01,26.5760
2023-03-01,28.1040
2023-04-01,27.8200
2023-05-01,28.5480
2023-06-01,27.1100
2023-07-01,27.5680
2023-08-01,27.6100
2023-09-01,27.0360
2023-10-01,29.0880
2023-11-01,28.8260
2023-12-01,28.7940
2024-01-01,29.1440
2024-02-01,29.1620
2024-03-01,31.7140
2024-04-01,33.1500
2024-05-01,33.0880
2024-06-01,33.4940
2024-07-01,34.4900
2024-08-01,34.9020
2024-09-01,36.4080
2024-10-01,38.8880
2024-11-01,38.8640
2024-12-01,38.6360
2025-01-01,41.5780
2025-02-01,42.1660
2025-03-01,44.4500
2025-04-01,44.9300
2025-05-01,44.6540
2025-06-01,43.0820
2025-07-01,44.3680
2025-08-01,45.3280
2025-09-01,50.3350
2025-10-01,53.1800
2025-11-01,55.8400
2025-12-01,57.6100
2026-01-01,64.3500
2026-02-01,68.0800
2026-03-01,61.6600
2026-04-01,60.6350
2026-05-01,60.3000
2026-06-01,57.7100
