date,close
2013-01-01,7.9638
2013-02-01,8.0870
2013-03-01,8.7666
2013-04-01,9.2253
2013-05-01,8.9025
2013-06-01,9.0809
2013-07-01,8.9110
2013-08-01,8.7326
2013-09-01,9.3018
2013-10-01,9.2253
2013-11-01,9.6246
2013-12-01,9.5906
2014-01-01,9.1064
2014-02-01,9.0809
2014-03-01,8.9790
2014-04-01,8.6646
2014-05-01,9.1234
2014-06-01,9.4122
2014-07-01,9.5608
2014-08-01,9.7032
2014-09-01,10.0998
2014-10-01,10.4257
2014-11-01,10.2464
2014-12-01,10.3093
2015-01-01,11.4603
2015-02-01,12.1517
2015-03-01,12.9707
2015-04-01,12.6517
2015-05-01,13.0417
2015-06-01,12.9484
2015-07-01,13.0952
2015-08-01,12.1264
2015-09-01,11.4200
2015-10-01,12.4735
2015-11-01,13.3413
2015-12-01,12.6592
2016-01-01,11.8889
2016-02-01,11.5409
2016-03-01,11.6014
2016-04-01,11.3535
2016-05-01,12.2653
2016-06-01,12.1326
2016-07-01,12.6625
2016-08-01,12.9445
2016-09-01,12.9637
2016-10-01,13.4831
2016-11-01,13.7319
2016-12-01,13.8218
2017-01-01,13.8323
2017-02-01,14.3325
2017-03-01,14.2801
2017-04-01,14.0855
2017-05-01,14.1634
2017-06-01,14.0358
2017-07-01,13.7542
2017-08-01,13.5035
2017-09-01,13.8246
2017-10-01,15.0214
2017-11-01,15.4350
2017-12-01,15.2854
2018-01-01,15.4861
2018-02-01,15.2802
2018-03-01,14.9106
2018-04-01,15.3998
2018-05-01,15.8699
2018-06-01,15.7344
2018-07-01,15.7968
2018-08-01,16.1514
2018-09-01,16.7947
2018-10-01,15.6845
2018-11-01,15.9376
2018-12-01,14.5227
2019-01-01,15.3068
2019-02-01,15.5954
2019-03-01,15.8342
2019-04-01,16.4098
2019-05-01,15.7200
2019-06-01,16.1205
2019-07-01,16.5445
2019-08-01,16.4363
2019-09-01,17.2861
2019-10-01,17.6000
2019-11-01,18.0916
2019-12-01,18.1277
2020-01-01,17.7425
2020-02-01,16.2577
2020-03-01,15.0272
2020-04-01,15.8752
2020-05-01,17.1570
2020-06-01,17.4317
2020-07-01,16.5488
2020-08-01,17.2339
2020-09-01,17.8859
2020-10-01,18.0288
2020-11-01,20.1709
2020-12-01,20.6700
2021-01-01,20.8624
2021-02-01,21.6271
2021-03-01,21.6225
2021-04-01,20.7570
2021-05-01,20.6524
2021-06-01,20.8748
2021-07-01,20.2540
2021-08-01,20.7404
2021-09-01,21.9264
2021-10-01,21.1435
2021-11-01,20.7080
2021-12-01,21.3566
2022-01-01,20.1706
2022-02-01,19.9992
2022-03-01,20.0038
2022-04-01,19.0541
2022-05-01,19.1568
2022-06-01,18.0395
2022-07-01,19.8997
2022-08-01,19.2931
2022-09-01,18.1360
2022-10-01,18.3828
2022-11-01,19.1479
2022-12-01,18.0885
2023-01-01,19.0150
2023-02-01,18.5119
2023-03-01,19.3285
2023-04-01,19.0804
2023-05-01,20.4057
2023-06-01,21.0569
2023-07-01,21.0856
2023-08-01,20.2334
2023-09-01,20.1698
2023-10-01,19.4551
2023-11-01,20.6768
2023-12-01,21.3480
2024-01-01,22.6179
2024-02-01,24.0135
2024-03-01,24.8081
2024-04-01,22.9073
2024-05-01,22.6351
2024-06-01,23.2914
2024-07-01,23.9768
2024-08-01,24.0449
2024-09-01,24.0728
2024-10-01,23.3969
2024-11-01,24.4891
2024-12-01,24.4303
2025-01-01,24.9984
2025-02-01,24.0826
2025-03-01,22.6081
2025-04-01,22.7019
2025-05-01,23.5503
2025-06-01,24.3347
2025-07-01,24.2558
2025-08-01,24.9020
2025-09-01,26.5000
2025-10-01,30.3084
2025-11-01,28.4788
2025-12-01,28.3992
2026-01-01,30.1095
2026-02-01,32.6849
2026-03-01,29.2500
2026-04-01,33.5600
2026-05-01,36.9250
2026-06-01,39.2400
