date,close
2017-10-01,44.6892
2017-11-01,44.7431
2017-12-01,44.5859
2018-01-01,44.4939
2018-02-01,44.5590
2018-03-01,44.4328
2018-04-01,44.4324
2018-05-01,44.3539
2018-06-01,44.2709
2018-07-01,44.4053
2018-08-01,44.4014
2018-09-01,44.2364
2018-10-01,44.1404
2018-11-01,43.9053
2018-12-01,44.0959
2019-01-01,44.5595
2019-02-01,44.8505
2019-03-01,45.4550
2019-04-01,45.7596
2019-05-01,45.7130
2019-06-01,46.3947
2019-07-01,46.9583
2019-08-01,47.2961
2019-09-01,46.9723
2019-10-01,46.8518
2019-11-01,46.7860
2019-12-01,46.7518
2020-01-01,47.2483
2020-02-01,46.8207
2020-03-01,43.8637
2020-04-01,45.4640
2020-05-01,45.5312
2020-06-01,46.1962
2020-07-01,46.7341
2020-08-01,46.8011
2020-09-01,47.0735
2020-10-01,47.3528
2020-11-01,47.8717
2020-12-01,48.0032
2021-01-01,47.8444
2021-02-01,47.4448
2021-03-01,47.6047
2021-04-01,47.5419
2021-05-01,47.4375
2021-06-01,47.6587
2021-07-01,48.1925
2021-08-01,47.9813
2021-09-01,47.6642
2021-10-01,47.3311
2021-11-01,47.4121
2021-12-01,47.5330
2022-01-01,46.6929
2022-02-01,45.6162
2022-03-01,45.0017
2022-04-01,43.6966
2022-05-01,43.2380
2022-06-01,41.7024
2022-07-01,43.9279
2022-08-01,41.8129
2022-09-01,40.6977
2022-10-01,40.4875
2022-11-01,41.7382
2022-12-01,41.1389
2023-01-01,41.8363
2023-02-01,41.1250
2023-03-01,41.6908
2023-04-01,41.8621
2023-05-01,41.9098
2023-06-01,41.8022
2023-07-01,42.1540
2023-08-01,42.1815
2023-09-01,41.8024
2023-10-01,42.0153
2023-11-01,43.0437
2023-12-01,44.2327
2024-01-01,44.1267
2024-02-01,43.7840
2024-03-01,44.3714
2024-04-01,43.9513
2024-05-01,44.0492
2024-06-01,44.3893
2024-07-01,45.1559
2024-08-01,45.2440
2024-09-01,45.8134
2024-10-01,45.6435
2024-11-01,46.4388
2024-12-01,46.1487
2025-01-01,46.4314
2025-02-01,46.6655
2025-03-01,46.0895
2025-04-01,46.6426
2025-05-01,46.9056
2025-06-01,46.9461
2025-07-01,47.2357
2025-08-01,47.1726
2025-09-01,47.4055
2025-10-01,47.6621
2025-11-01,47.6046
2025-12-01,47.5354
2026-01-01,47.9000
2026-02-01,48.1051
2026-03-01,46.9552
2026-04-01,47.4868
2026-05-01,47.9116
2026-06-01,48.1215
2026-07-01,47.5966
2026-08-01,47.6460
