date,close
2011-09-01,21.4684
2011-10-01,24.8068
2011-11-01,23.8775
2011-12-01,23.0975
2012-01-01,25.1271
2012-02-01,25.8753
2012-03-01,25.8509
2012-04-01,25.5349
2012-05-01,23.2326
2012-06-01,24.7148
2012-07-01,24.8085
2012-08-01,24.6300
2012-09-01,25.8368
2012-10-01,19.7400
2012-11-01,20.1600
2012-12-01,27.0625
2013-01-01,21.4800
2013-02-01,21.5200
2013-03-01,28.2840
2013-04-01,21.9600
2013-05-01,21.7900
2013-06-01,20.7100
2013-07-01,19.8000
2013-08-01,19.5500
2013-09-01,20.0700
2013-10-01,20.2900
2013-11-01,20.6900
2013-12-01,28.8552
2014-01-01,20.0900
2014-02-01,20.3000
2014-03-01,20.9400
2014-04-01,21.1300
2014-05-01,21.8400
2014-06-01,22.0400
2014-07-01,21.5500
2014-08-01,29.5962
2014-09-01,22.8500
2014-10-01,22.9700
2014-11-01,23.8300
2014-12-01,29.3682
2015-01-01,26.0000
2015-02-01,27.1300
2015-03-01,26.8200
2015-04-01,26.4200
2015-05-01,28.4900
2015-06-01,27.1300
2015-07-01,27.1100
2015-08-01,24.7300
2015-09-01,22.6700
2015-10-01,24.2400
2015-11-01,25.2000
2015-12-01,26.1683
2016-01-01,22.6200
2016-02-01,23.5100
2016-03-01,23.2300
2016-04-01,23.7400
2016-05-01,24.7500
2016-06-01,24.2600
2016-07-01,24.9000
2016-08-01,25.6800
2016-09-01,25.0400
2016-10-01,25.4700
2016-11-01,26.7800
2016-12-01,27.6900
2017-01-01,27.5400
2017-02-01,28.5200
2017-03-01,28.1700
2017-04-01,28.3000
2017-05-01,27.5800
2017-06-01,27.0700
2017-07-01,27.1000
2017-08-01,26.6400
2017-09-01,27.9700
2017-10-01,28.9600
2017-11-01,28.6800
2017-12-01,29.1400
2018-01-01,28.8950
2018-02-01,28.4000
2018-03-01,27.9050
2018-04-01,27.9050
2018-05-01,27.9050
2018-06-01,27.9050
2018-07-01,27.9050
2018-08-01,27.9050
2018-09-01,27.9050
2018-10-01,27.9050
2018-11-01,27.9050
2018-12-01,27.9050
2019-01-01,27.9050
2019-02-01,27.9050
2019-03-01,27.9050
2019-04-01,27.9050
2019-05-01,27.9050
2019-06-01,27.9050
2019-07-01,27.9050
2019-08-01,27.9050
2019-09-01,27.9050
2019-10-01,27.9050
2019-11-01,27.9050
2019-12-01,27.9050
2020-01-01,27.9050
2020-02-01,27.9050
2020-03-01,27.9050
2020-04-01,27.9050
2020-05-01,27.9050
2020-06-01,27.9050
2020-07-01,27.9050
2020-08-01,27.9050
2020-09-01,27.9050
2020-10-01,27.9050
2020-11-01,27.9050
2020-12-01,27.9050
2021-01-01,27.9050
2021-02-01,27.9050
2021-03-01,27.9050
2021-04-01,27.9050
2021-05-01,27.9050
2021-06-01,27.9050
2021-07-01,27.9050
2021-08-01,27.9050
2021-09-01,27.9050
2021-10-01,27.9050
2021-11-01,27.9050
2021-12-01,27.9050
2022-01-01,27.9050
2022-02-01,27.9050
2022-03-01,27.9050
2022-04-01,27.9050
2022-05-01,27.9050
2022-06-01,27.9050
2022-07-01,27.9050
2022-08-01,27.9050
2022-09-01,27.9050
2022-10-01,27.9050
2022-11-01,27.9050
2022-12-01,27.9050
2023-01-01,27.9050
2023-02-01,27.9050
2023-03-01,49.5561
2023-04-01,48.5115
2023-05-01,43.8643
2023-06-01,46.6228
2023-07-01,49.8742
2023-08-01,47.5387
2023-09-01,45.7035
2023-10-01,42.3302
2023-11-01,43.3087
2023-12-01,45.5370
2024-01-01,43.4262
