date,close
2009-03-01,18.3971
2009-04-01,15.1400
2009-05-01,15.1900
2009-06-01,15.1700
2009-07-01,15.1700
2009-08-01,16.5800
2009-09-01,17.0000
2009-10-01,16.4300
2009-11-01,16.8450
2009-12-01,26.2043
2010-01-01,25.0160
2010-02-01,25.7640
2010-03-01,27.2869
2010-04-01,27.7078
2010-05-01,20.7200
2010-06-01,19.8700
2010-07-01,19.6900
2010-08-01,19.4200
2010-09-01,19.6600
2010-10-01,19.9800
2010-11-01,21.3500
2010-12-01,22.3700
2011-01-01,22.1300
2011-02-01,22.7000
2011-03-01,22.1200
2011-04-01,21.7600
2011-05-01,22.1000
2011-06-01,21.6100
2011-07-01,30.7313
2011-08-01,20.1600
2011-09-01,20.3800
2011-10-01,21.6000
2011-11-01,21.9400
2011-12-01,23.3000
2012-01-01,23.9000
2012-02-01,24.5200
2012-03-01,25.3000
2012-04-01,25.2900
2012-05-01,25.3300
2012-06-01,25.6400
2012-07-01,26.9800
2012-08-01,26.9400
2012-09-01,26.8700
2012-10-01,26.1100
2012-11-01,26.1900
2012-12-01,34.4649
2013-01-01,26.6800
2013-02-01,28.1300
2013-03-01,29.6100
2013-04-01,29.3600
2013-05-01,30.9900
2013-06-01,30.1400
2013-07-01,31.1000
2013-08-01,30.2100
2013-09-01,30.4700
2013-10-01,31.7800
2013-11-01,32.6100
2013-12-01,45.3892
2014-01-01,32.5100
2014-02-01,33.3500
2014-03-01,33.4300
2014-04-01,33.3600
2014-05-01,34.7900
2014-06-01,35.4400
2014-07-01,35.9300
2014-08-01,37.7700
2014-09-01,38.9700
2014-10-01,39.8300
2014-11-01,41.4200
2014-12-01,51.1464
2015-01-01,44.2200
2015-02-01,46.9900
2015-03-01,48.4400
2015-04-01,46.9900
2015-05-01,48.1600
2015-06-01,46.4900
2015-07-01,48.0700
2015-08-01,44.4200
2015-09-01,43.0800
2015-10-01,47.5900
2015-11-01,49.7600
2015-12-01,51.5042
2016-01-01,44.5100
2016-02-01,45.3100
2016-03-01,45.6700
2016-04-01,45.2900
2016-05-01,47.6500
2016-06-01,47.5700
2016-07-01,49.4000
2016-08-01,49.4400
2016-09-01,49.2000
2016-10-01,49.5600
2016-11-01,53.3000
2016-12-01,54.6200
2017-01-01,53.7000
2017-02-01,57.1100
2017-03-01,56.7800
2017-04-01,56.1700
2017-05-01,55.0500
2017-06-01,54.6800
2017-07-01,54.0000
2017-08-01,53.5700
2017-09-01,54.9700
2017-10-01,57.0900
2017-11-01,57.3700
2017-12-01,58.2000
2018-01-01,58.9400
2018-02-01,58.3120
2018-03-01,55.6760
2018-04-01,57.7160
2018-05-01,60.8220
2018-06-01,61.4480
2018-07-01,62.9720
2018-08-01,65.4880
2018-09-01,65.9140
2018-10-01,62.9980
2018-11-01,63.5340
2018-12-01,57.1720
2019-01-01,62.2160
2019-02-01,64.9280
2019-03-01,66.7840
2019-04-01,69.4100
2019-05-01,65.9900
2019-06-01,68.6180
2019-07-01,72.2400
2019-08-01,70.9700
2019-09-01,72.9540
2019-10-01,72.6380
2019-11-01,76.6160
2019-12-01,77.7320
2020-01-01,78.7640
2020-02-01,71.6380
2020-03-01,64.7260
2020-04-01,72.1040
2020-05-01,73.8220
2020-06-01,74.8080
2020-07-01,75.3500
2020-08-01,80.7680
2020-09-01,79.5180
2020-10-01,77.6500
2020-11-01,84.0880
2020-12-01,85.3200
2021-01-01,86.2340
2021-02-01,89.1500
2021-03-01,94.8720
2021-04-01,97.3020
2021-05-01,95.9420
2021-06-01,101.9050
2021-07-01,104.2950
2021-08-01,108.0500
2021-09-01,105.6350
2021-10-01,111.9800
2021-11-01,114.3700
2021-12-01,118.5900
2022-01-01,110.9900
2022-02-01,109.0250
2022-03-01,115.4600
2022-04-01,111.6950
2022-05-01,106.8100
2022-06-01,100.4600
2022-07-01,111.8100
2022-08-01,110.6550
2022-09-01,104.5800
2022-10-01,109.5700
2022-11-01,107.2150
2022-12-01,100.1550
2023-01-01,104.4900
2023-02-01,105.5850
2023-03-01,105.7500
2023-04-01,105.6900
2023-05-01,110.1500
2023-06-01,114.9500
2023-07-01,117.8350
2023-08-01,118.1500
2023-09-01,115.8250
2023-10-01,111.8650
2023-11-01,118.8100
2023-12-01,123.7900
2024-01-01,128.6600
2024-02-01,134.3800
2024-03-01,139.2250
2024-04-01,136.2750
2024-05-01,137.5650
2024-06-01,147.1550
2024-07-01,146.6100
2024-08-01,145.3250
2024-09-01,147.9650
2024-10-01,152.2050
2024-11-01,165.7350
2024-12-01,164.0900
2025-01-01,170.7950
2025-02-01,164.1950
2025-03-01,149.0950
2025-04-01,141.2400
2025-05-01,151.2550
2025-06-01,153.6500
2025-07-01,163.1850
2025-08-01,161.1750
2025-09-01,165.8650
2025-10-01,173.5800
2025-11-01,172.5350
2025-12-01,171.9200
2026-01-01,170.8350
2026-02-01,169.9950
2026-03-01,163.6300
2026-04-01,179.0800
2026-05-01,190.5700
2026-06-01,189.9300
