date,close
2024-03-01,10.2268
2024-04-01,9.9083
2024-05-01,10.3070
2024-06-01,10.5417
2024-07-01,10.7014
2024-08-01,10.9647
2024-09-01,8.3401
2024-10-01,8.5328
2024-11-01,8.9523
2024-12-01,8.8618
2025-01-01,9.2987
2025-02-01,8.8452
2025-03-01,8.4438
2025-04-01,8.2346
2025-05-01,8.6608
2025-06-01,8.9154
2025-07-01,9.4294
2025-08-01,9.4146
2025-09-01,9.7728
2025-10-01,10.2770
2025-11-01,10.1882
2025-12-01,10.1743
2026-01-01,10.2276
2026-02-01,10.4052
2026-03-01,9.9210
2026-04-01,10.6760
2026-05-01,11.3580
2026-06-01,11.4080
